Citing document Overton id,Source of citing document,Source sector of citing document,Source organisation type of citing document,Source function of citing document,Source country of citing document,Published on date of citing document,Title of citing document,Type of citation,Cited identifier,Cited title,Cited source or journal,Cited source sector,Cited source organisation type,Cited source function,Cited source country,Cited published on date
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1007/s10841-010-9303-5,Host plant pattern and variation in climate predict the location of natal grounds for migratory monarch butterflies in western North America,Journal of Insect Conservation,,,,,2010-12-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1093/ae/53.1.28,Establishing the Presence and Absence of Overwintering Colonies of the Monarch Butterfly in Mexico by the Use of Small Aircraft,American Entomologist,,,,,2007-01-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1111/j.1096-3642.2005.00169.x,A classification of Danaus butterflies (Lepidoptera: Nymphalidae) based upon data from morphology and DNA,Zoological Journal of the Linnean Society,,,,,2005-06-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1111/j.1365-2486.2012.02751.x,Tracking climate impacts on the migratory monarch butterfly,Global Change Biology,,,,,2012-10-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1016/j.biocon.2014.09.041,Dynamics and trends of overwintering colonies of the monarch butterfly in Mexico,Biological Conservation,,,,,2014-12-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1038/20338,Transgenic pollen harms monarch larvae,Nature,,,,,1999-05-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1111/j.1558-5646.1991.tb04393.x,MITOCHONDRIAL DNA VARIATION IN MONARCH BUTTERFLIES,Evolution,,,,,1991-08-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1073/pnas.2331584100,Modeling current and future potential wintering distributions of eastern North American monarch butterflies,Proceedings of the National Academy of Sciences,,,,,2003-11-25
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1111/j.1523-1739.2008.00937.x,A Standard Lexicon for Biodiversity Conservation: Unified Classifications of Threats and Actions,Conservation Biology,,,,,2008-08-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1111/cobi.12138,Trends in Deforestation and Forest Degradation after a Decade of Monitoring in the Monarch Butterfly Biosphere Reserve in Mexico,Conservation Biology,,,,,2014-02-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1038/387029a0,A sun compass in monarch butterflies,Nature,,,,,1997-05-01
governmentofcanada-ef1962ab62eec5a67cfce8ca5b28e5a1,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2017-01-01,"COSEWIC assessment and status report on the Monarch, Danaus plexippus, in Canada .",scholarly,10.1038/ncomms5164,A magnetic compass aids monarch butterfly migration,Nature Communications,,,,,2014-12-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1007/bf00001575,"Effect of temperature on early development of white and lake sturgeon, Acipenser transmontanus and A. fulvescens",Environmental Biology of Fishes,,,,,1985-10-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1016/0166-445x(92)90033-j,"An egg injection method for assessing early life stage mortality of polychlorinated dibenzo-p-dioxins, dibenzofurans, and biphenyls in rainbow trout, (Oncorhynchus mykiss)",Aquatic Toxicology,,,,,1992-02-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1111/j.1095-8649.1990.tb05028.x,Sturgeons (Pisces: Acipenseridae); threats and prospects,Journal of Fish Biology,,,,,1990-12-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1023/a:1007681332484,,Environmental Biology of Fishes,,,,,2000-01-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1897/1551-5028(1997)016<0479:ciwsat>2.3.co;2,"CONTAMINANTS IN WHITE STURGEON (ACIPENSER TRANSMONTANUS) FROM THE UPPER FRASER RIVER, BRITISH COLUMBIA, CANADA",Environmental Toxicology and Chemistry,,,,,1997-01-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1046/j.1439-0426.2002.00418.x,Population genetic analysis of white sturgeon (Acipenser transmontanus) in the Fraser River,Journal of Applied Ichthyology,,,,,2002-12-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1093/icesjms/39.2.175,"On the interrelationships between natural mortality, growth parameters, and mean environmental temperature in 175 fish stocks",ICES Journal of Marine Science,,,,,1980-12-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1046/j.1523-1739.1993.740773.x,Sturgeons and Paddlefishes: Threatened Fishes in Need of Conservation,Conservation Biology,,,,,1993-12-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1577/1548-8659(2003)132<0154:wsshia>2.0.co;2,"White Sturgeon Spawning Habitat in an Unregulated River: Fraser River, Canada",Transactions of the American Fisheries Society,,,,,2003-01-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1577/1548-8675(2001)021<0022:shokrw>2.0.co;2,"Spawning Habitat of Kootenai River White Sturgeon, Post-Libby Dam",North American Journal of Fisheries Management,,,,,2001-02-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1577/1548-8659(1993)122<0217:sarhub>2.3.co;2,Spawning and Rearing Habitat Use by White Sturgeons in the Columbia River Downstream from McNary Dam,Transactions of the American Fisheries Society,,,,,1993-03-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1111/j.1439-0426.1999.tb00227.x,"Status and management of white sturgeon in the Columbia River in British Columbia, Canada: an overview",Journal of Applied Ichthyology,,,,,1999-09-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1023/a:1011036127663,,Environmental Biology of Fishes,,,,,2001-01-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.2172/782228,"White Sturgeon Mitigation and Restoration in the Columbia and Snake Rivers Upstream from Bonneville Dam, 1999-2000 Annual Report.",,,,,,2001-04-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.2307/4090044,"Birds of British Columbia, Volume 4: Wood-Warblers through Old World Sparrows R. Wayne Campbell Neil K. Dawe Ian McTaggart-Cowan John M. Cooper Gary W. Kaiser Andrew C. Stewart Michael C. E. McNall",The Auk,,,,,2002-01-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1139/f92-041,Influence of Pleistocene Glaciations and Human Intervention upon Mitochondrial DNA Diversity in White Sturgeon (<i>Acipenser transmontanus</i>) Populations,Canadian Journal of Fisheries and Aquatic Sciences,,,,,1992-02-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1577/1548-8659(1998)127<0316:teodgs>2.0.co;2,The Effects of Dissolved Gas Supersaturation on White Sturgeon Larvae,Transactions of the American Fisheries Society,,,,,1998-03-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1046/j.1439-0426.2002.00413.x,"Understanding sturgeon life history: Enigmas, myths, and insights from scientific studies",Journal of Applied Ichthyology,,,,,2002-12-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1577/1548-8659(1989)118<0296:catfws>2.3.co;2,Comparative Age-Determination Techniques for White Sturgeon in California,Transactions of the American Fisheries Society,,,,,1989-05-01
governmentofcanada-5d5dc7e4b9c04d70b7bb3b1207af5285,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2004-01-01,"COSEWIC assessment and update status report on the white sturgeon, Acipenser transmontanus, in Canada / Committee on the Status of Endangered Wildlife in Canada.: CW69-14/353-2004E-PDF Publications - Canada.ca",scholarly,10.1139/f91-104,"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) Toxicity during Early Life Stage Development of Lake Trout (Salvelinus namaycush)",Canadian Journal of Fisheries and Aquatic Sciences,,,,,1991-05-01
